"";"ticker";"ref_date";"volume";"price_open";"price_high";"price_low";"price_close";"price_adjusted";"ret_adjusted_prices";"ret_closing_prices";"cumret_adjusted_prices"
"1";"AAPL";2013-12-02;7057397200;19,791786;20,540714;19,242857;20,036428;17,663948;NA;NA;1
"2";"AAPL";2014-01-02;8765954400;17,684999;20,007143;17,626785;17,878571;15,761599;-0,107696705175989;-0,107696691246563;0,892303294824011
"3";"AAPL";2014-02-03;5880366800;18,895714;19,685356;17,832144;18,794287;16,66807;0,0575113603638819;0,0512186348674064;0,943620871166514
"4";"AAPL";2014-03-03;5001698800;19,258215;19,607143;18,671785;19,169287;17,000641;0,0199525799927647;0,0199528718487698;0,962448542081306
"5";"AAPL";2014-04-01;6435060800;21,165714;21,408215;18,261786;21,074642;18,690447;0,0993966051044779;0,0993962373248416;1,05811265975194
"6";"AAPL";2014-05-01;5735668400;22,785;23,006071;20,72607;22,607143;20,161554;0,0787090324806037;0,0727177714335552;1,1413956834565
"7";"AAPL";2014-06-02;4827739200;23,025;23,762501;22,232143;23,2325;20,719263;0,0276620046252389;0,0276619208362596;1,1729689761315
"8";"AAPL";2014-07-01;4140344000;24,290001;24,860001;23,1425;23,9;21,314556;0,0287313791035906;0,0287313031313892;1,20666999246148
"9";"AAPL";2014-08-01;3748308000;25,715;25,725;23,32;25,625;22,966619;0,0775086752921337;0,0721757322175733;1,30019738509194
"10";"AAPL";2014-09-02;6105680000;25,202499;25,934999;24,035;25,1875;22,574511;-0,017072952705838;-0,0170731707317073;1,27799917662801
"11";"AAPL";2014-10-01;5441120800;27,002501;27,01;23,795;27;24,198977;0,0719601855384597;0,0719602977667493;1,36996423449616
"12";"AAPL";2014-11-03;3281632800;29,817499;29,9375;26,93;29,7325;26,763557;0,105978860180742;0,101203703703704;1,51515148255645
"13";"AAPL";2014-12-01;4294378400;28,205;29,8125;26,565001;27,594999;24,839483;-0,0718915650860608;-0,0718910619692256;1,406224871133
"14";"AAPL";2015-01-02;5221053600;29,6;30;26,157499;29,290001;26,365238;0,061424587621248;0,0614242457482965;1,49260165394509
"15";"AAPL";2015-02-02;4546140800;32,5;33,400002;29,02;32,115002;29,022238;0,100776636266284;0,0964493309508592;1,64302102791516
"16";"AAPL";2015-03-02;4554568400;31,522499;32,57;30,407499;31,1075;28,111763;-0,0313716330215472;-0,031371693515697;1,59147677518072
"17";"AAPL";2015-04-01;3984542000;32,16;33,634998;30,775;31,2875;28,274427;0,00578633221971891;0,00578638591979419;1,60068558852189
"18";"AAPL";2015-05-01;3816608400;32,807499;33,2425;30,84;32,57;29,55636;0,0453389559406456;0,0409908110267678;1,67325900189471
"19";"AAPL";2015-06-01;3514426800;31,3925;32,8475;31,120001;31,3575;28,456055;-0,0372273514059243;-0,0372275099785078;1,61096800103805
"20";"AAPL";2015-07-01;4233122400;30,65;33,2425;29,805;30,325001;27,519093;-0,0329266302022538;-0,0329267001514789;1,5579242534002
"21";"AAPL";2015-08-03;6427276400;28,0075;30,6425;23;28,190001;25,697428;-0,0661964040748001;-0,0704039548094327;1,45479527000419
"22";"AAPL";2015-09-01;4826189200;27,5425;29,2225;26,84;27,575001;25,136812;-0,0218160354413679;-0,0218162461221622;1,42305740483385
"23";"AAPL";2015-10-01;4450048400;30,247499;30,305;26,827499;29,875;27,23344;0,0834086677339991;0,0834088455699422;1,54175272708004
"24";"AAPL";2015-11-02;3002562400;29,497499;30,955;27,75;29,575001;27,075371;-0,0058042245122174;-0,0100418075313807;1,53280404810974
"25";"AAPL";2015-12-01;3687660800;26,752501;29,965;26,205;26,315001;24,090897;-0,110228369539239;-0,110228229578082;1,36384555706346
"26";"AAPL";2016-01-04;5087392000;23,6975;26,4625;23,0975;24,334999;22,278246;-0,0752421547441757;-0,0752423304107037;1,26122687861174
"27";"AAPL";2016-02-01;3243450400;24,215;24,7225;23,147499;24,172501;22,249561;-0,00128757892340359;-0,00667754290846689;1,2596029494652
"28";"AAPL";2016-03-01;2984198400;27,43;27,605;24,355;27,247499;25,079941;0,127210599795655;0,127210585284493;1,41983779617105
"29";"AAPL";2016-04-01;3489534800;23,497499;28,0975;23,127501;23,434999;21,57073;-0,139921022940205;-0,139921098813509;1,22117263932163
"30";"AAPL";2016-05-02;3602686000;24,9;25,182501;22,3675;24,965;23,118921;0,0717727680055333;0,0652870093999149;1,30881957985836
"31";"AAPL";2016-06-01;3117990800;23,610001;25,4725;22,875;23,9;22,132677;-0,0426596033612467;-0,0426597236130584;1,25298585571017
"32";"AAPL";2016-07-01;2743118400;26,047501;26,137501;23,592501;26,0525;24,126007;0,0900627610478388;0,0900627615062761;1,36583322142932
"33";"AAPL";2016-08-01;2520514000;26,415001;27,557501;26;26,525;24,696632;0,0236518624901336;0,0181364552346224;1,39813772096702
"34";"AAPL";2016-09-01;3872062400;28,115;29,045;25,6325;28,262501;26,314365;0,0655041950659505;0,0655042789820925;1,48972160697031
"35";"AAPL";2016-10-03;2747657200;28,4125;29,672501;28,07;28,385;26,428427;0,00433459063139097;0,00433432978914361;1,49617894029126
"36";"AAPL";2016-11-01;2886220000;27,9;28,442499;26,02;27,629999;25,857546;-0,021601020749362;-0,0265985908050026;1,46385994795727
"37";"AAPL";2016-12-01;2435086800;29,1625;29,504999;27,0625;28,955;27,097544;0,0479549760831905;0,047955159173187;1,53405931675071
"38";"AAPL";2017-01-03;2252488000;30,2875;30,610001;28,690001;30,3375;28,391359;0,0477465780662631;0,0477465031946123;1,60730539967622
"39";"AAPL";2017-02-01;2299874400;34,27;34,369999;31,752501;34,247501;32,189487;0,133777604657811;0,128883428100536;1,82232686599847
"40";"AAPL";2017-03-01;2246513600;35,93;36,125;34,262501;35,915001;33,756783;0,0486896855485768;0,0486896839567943;1,91105538807066
"41";"AAPL";2017-04-03;1493216400;36,022499;36,365002;35,014999;35,912498;33,754436;-0,00006952676740557;-0,0000696923271698013;1,9109225185672
"42";"AAPL";2017-05-01;2615927200;38,4925;39,162498;36,067501;38,189999;36,043247;0,0678077097777607;0,0634180613111346;2,04049779811399
"43";"AAPL";2017-06-01;2736712400;36,112499;38,994999;35,549999;36,005001;33,98106;-0,057214240437328;-0,0572138794766661;1,92375226648086
"44";"AAPL";2017-07-03;1688047600;37,474998;38,497501;35,602501;37,182499;35,092369;0,0327037767509313;0,032703734683968;1,98666623112794
"45";"AAPL";2017-08-01;2644276000;40,91;41,130001;37,102501;41;38,847225;0,106999216838282;0,102669296111593;2,1992379619777
"46";"AAPL";2017-09-01;2721496400;38,302502;41,235001;37,290001;38,529999;36,506931;-0,0602435309085784;-0,0602439268292684;2,06674810183997
"47";"AAPL";2017-10-02;2017165200;41,974998;42,412498;38,115002;42,259998;40,04108;0,0968076171617931;0,0968076588841855;2,26682506085276
"48";"AAPL";2017-11-01;2402653600;42,607498;44,060001;41,32;42,962502;40,853031;0,0202779495458165;0,0166233798685933;2,31279162506593
"49";"AAPL";2017-12-01;2124735200;42,630001;44,299999;41,615002;42,307499;40,23019;-0,0152458944845488;-0,0152459230609987;2,27753104798542
"50";"AAPL";2018-01-02;2638717600;41,717499;45,025002;41,174999;41,857498;39,802277;-0,010636613945895;-0,0106364358715697;2,25330582947821
"51";"AAPL";2018-02-01;3711577200;44,814999;45,154999;37,560001;44,529999;42,516209;0,0681853452755983;0,063847605033631;2,4069482654727
"52";"AAPL";2018-03-01;2854910800;41,952499;45,875;41,235001;41,945;40,048115;-0,0580506601611634;-0,0580507311486802;2,26722332968824
"53";"AAPL";2018-04-02;2664617200;40,532501;44,735001;40,157501;41,314999;39,446594;-0,0150199578681794;-0,0150196924544046;2,23316973079857
"54";"AAPL";2018-05-01;2483905200;46,805;47,592499;41,317501;46,717499;44,776764;0,135123706751463;0,130763648330235;2,53492390262924
"55";"AAPL";2018-06-01;2110498000;46,572498;48,549999;45,182499;46,2775;44,355061;-0,00941789808660587;-0,00941829099198976;2,51105024765698
"56";"AAPL";2018-07-02;1574765600;47,575001;48,990002;45,855;47,572498;45,596252;0,0279830750317309;0,027983318027119;2,58131715514561
"57";"AAPL";2018-08-01;2801275600;56,627499;57,217499;49,327499;56,907501;54,734764;0,20042243823023;0,196226883019681;3,09867103322541
"58";"AAPL";2018-09-04;2715888000;56,197498;57,4175;53,825001;56,435001;54,2803;-0,00830302291976637;-0,00830294762020922;3,07294269661573
"59";"AAPL";2018-10-01;3158994000;54,220001;58,3675;51,522499;54,715;52,625965;-0,0304776318480184;-0,0304775577128101;2,97928668041822
"60";"AAPL";2018-11-01;3845305600;45,072498;55,59;42,564999;44,645;43,090271;-0,18119751343277;-0,184044594718085;2,43944734212306
"61";"AAPL";2018-12-03;3595690000;39,6325;46,235001;36,647499;39,435001;38,061707;-0,116698360982691;-0,116698376077948;2,15476783559372
"62";"AAPL";2019-01-02;3312349600;41,5275;42,25;35,5;41,610001;40,160961;0,0551539635361074;0,0551540495713438;2,27361182222683
"63";"AAPL";2019-02-01;1890162400;43,580002;43,967499;41,482498;43,287498;41,959229;0,044776518171465;0,0403147550993812;2,37541624329963
"64";"AAPL";2019-03-01;2603925600;47,4575;49,422501;42,375;47,487499;46,030361;0,0970259010240631;0,0970257278440996;2,60589314461297
"65";"AAPL";2019-04-01;2024470800;50,764999;52,119999;47,095001;50,1675;48,628117;0,0564357077277757;0,0564359264319225;2,75295856849216
"66";"AAPL";2019-05-01;2957826400;44,057499;53,827499;43,747501;43,767502;42,587883;-0,124212788251702;-0,127572591817412;2,41100590875834
"67";"AAPL";2019-06-03;2060874800;49,669998;50,392502;42,567501;49,48;48,146408;0,130518931875529;0,130519169222863;2,72568782471506
"68";"AAPL";2019-07-01;1895406800;54,105;55,342499;49,602501;53,259998;51,824535;0,0763946294809781;0,0763944624090542;2,93391573616498
"69";"AAPL";2019-08-01;2724326400;52,540001;54,5075;48,145;52,185001;50,971439;-0,0164612379059456;-0,0201839474346207;2,88561985123597
"70";"AAPL";2019-09-03;2170268400;55,224998;56,605;51,055;55,9925;54,690395;0,0729615657898144;0,0729615584370689;3,09615919385632
"71";"AAPL";2019-10-01;2433210800;61,810001;62,4375;53,782501;62,189999;60,743782;0,11068464581395;0,110684448810108;3,43885647761191
"72";"AAPL";2019-11-01;1793326000;66,650002;67;62,290001;66,8125;65,454697;0,0775538638670867;0,0743286874791556;3,70555308473508
"73";"AAPL";2019-12-02;2388794800;72,482498;73,4925;64,072502;73,412498;71,920563;0,0987838351768706;0,098783880261927;4,07160182989669
"74";"AAPL";2020-01-02;2934370400;80,232498;81,962502;73,1875;77,377502;75,805;0,0540101027852078;0,0540099316604103;4,29150946322985
"75";"AAPL";2020-02-03;3019279200;64,315002;81,805;64,092499;68,339996;67,110054;-0,114701484070972;-0,116797593181543;3,79926695889277
"76";"AAPL";2020-03-02;6280072400;63,900002;76;53,1525;63,572498;62,42836;-0,0697614399177805;-0,0697614615019877;3,53422462520836
"77";"AAPL";2020-04-01;3265299200;72,489998;73,6325;59,224998;73,449997;72,12809;0,155373775636586;0,155373774993079;4,08335044917478
"78";"AAPL";2020-05-01;2805936000;79,8125;81,059998;71,462502;79,485001;78,265762;0,085094059748428;0,082164795731714;4,43081931627063
"79";"AAPL";2020-06-01;3243375600;90,019997;93,095001;79,302498;91,199997;89,801071;0,147386401221009;0,14738624712353;5,08386182975629
"80";"AAPL";2020-07-01;3020283200;102,885002;106,415001;89,144997;106,260002;104,630058;0,165131516081807;0,165131639203892;5,92336764125438
"81";"AAPL";2020-08-03;4070061100;127,580002;131;107,892502;129,039993;127,289726;0,216569391560502;0,214379734342561;7,20618776731
"82";"AAPL";2020-09-01;3885245100;113,790001;137,979996;103,099998;115,809998;114,239174;-0,102526357861749;-0,102526315233139;6,46736358145982
"83";"AAPL";2020-10-01;2894666500;111,059998;125,389999;107,720001;108,860001;107,383446;-0,0600120585605775;-0,0600120638979719;6,07924377947671
"84";"AAPL";2020-11-02;2123077300;116,970001;121,989998;107,32;119,050003;117,637848;0,0954933221271368;0,0936064845342046;6,65977096399967
"85";"AAPL";2020-12-01;2322189600;134,080002;138,789993;120,010002;132,690002;131,116043;0,11457362769846;0,114573697238798;7,42280508298598
"86";"AAPL";2021-01-04;2240262000;135,830002;145,089996;126,379997;131,960007;130,394699;-0,00550156932359513;-0,00550150718966758;7,3819680062464
"87";"AAPL";2021-02-01;1833855600;122,589996;137,880005;118,389999;121,260002;120,000679;-0,0797119827700971;-0,0810852109154555;6,79353669972308
"88";"AAPL";2021-03-01;2650418200;121,650002;128,720001;116,209999;122,150002;120,881432;0,0073395668036178;0,00733960073660556;6,84339831616352
"89";"AAPL";2021-04-01;1889857500;131,779999;137,070007;122,489998;131,460007;130,094757;0,0762178677697993;0,0762178047283208;7,36498754412094
"90";"AAPL";2021-05-03;1711934900;125,57;134,070007;122,25;124,610001;123,525337;-0,0504971925963165;-0,0521071476894109;6,993076349636
"91";"AAPL";2021-06-01;1606590000;136,169998;137,410004;123,129997;136,960007;135,767853;0,0991093511446968;0,0991092681236716;7,68615560915374
"92";"AAPL";2021-07-01;1919035100;144,380005;150;135,759995;145,860001;144,590378;0,0649824299718431;0,0649824295058632;8,18562067777827
"93";"AAPL";2021-08-02;1461542800;152,660004;153,490005;144,5;151,830002;150,733917;0,0424892657794975;0,0409296651519973;8,53342169032654
"94";"AAPL";2021-09-01;1797835100;143,660004;157,259995;141,270004;141,5;140,478485;-0,0680366582658366;-0,0680366321802459;7,95283619494351
"95";"AAPL";2021-10-01;1565079200;147,220001;153,169998;138,270004;149,800003;148,718552;0,0586571459679395;0,0586572650176678;8,41932686848943
"96";"AAPL";2021-11-01;1691029000;159,990005;165,699997;147,479996;165,300003;164,346176;0,105081873040292;0,103471292987891;9,30404550556875
"97";"AAPL";2021-12-01;2444766700;178,089996;182,130005;157,800003;177,570007;176,545364;0,0742286087630051;0,0742286979873799;9,99467185931481
"98";"AAPL";2022-01-03;2108446000;170,160004;182,940002;154,699997;174,779999;173,771469;-0,0157120806638684;-0,0157121579659565;9,83763476885236
"99";"AAPL";2022-02-01;1627516300;163,059998;176,649994;152;165,119995;164,376373;-0,0540658144519685;-0,0552695048361913;9,30575503279335
"100";"AAPL";2022-03-01;2180800100;177,839996;179,610001;150,100006;174,610001;173,823639;0,0574733815303248;0,0574733907907399;9,84058824222083
"101";"AAPL";2022-04-01;1687795600;161,839996;178,490005;155,380005;157,649994;156,940002;-0,0971308453621776;-0,0971307880583542;8,88476358739281
"102";"AAPL";2022-05-02;2401040300;149,070007;166,479996;132,610001;148,839996;148,38739;-0,0544960614948888;-0,0558832752001245;8,4005789645667
"103";"AAPL";2022-06-01;1749099800;137,25;151,740005;129,039993;136,720001;136,304245;-0,0814297293051653;-0,081429691787952;7,71652209347537
"104";"AAPL";2022-07-01;1447125400;161,240005;163,630005;135,660004;162,509995;162,015808;0,188633618857578;0,1886336586554;9,17211758096209
"105";"AAPL";2022-08-01;1510239600;160,309998;176,149994;157,139999;157,220001;156,959625;-0,03120796089231;-0,0325518070442375;8,88587449419575
"106";"AAPL";2022-09-01;2084722800;141,279999;164,259995;138;138,199997;137,971115;-0,12097703469921;-0,120976999612155;7,81088774717861
"107";"AAPL";2022-10-03;1868139700;153,160004;157,5;134,369995;153,339996;153,086044;0,109551401392965;0,109551369961318;8,66658144600517
"108";"AAPL";2022-11-01;1724691200;141,399994;155,449997;134,380005;148,029999;148,029999;-0,0330274717922686;-0,0346289105159492;8,38034617176183
"109";"AAPL";2022-12-01;642397260;149,5;150,919998;140;145,470001;145,470001;-0,017293778405011;-0,017293778405011;8,2354183221101
